time,longitude,latitude,v10
1980-01-01 00:00:00,212.0,64.75,-0.34719111573670125
1980-01-01 01:00:00,212.0,64.75,-0.722163558968576
1980-01-01 02:00:00,212.0,64.75,-0.8342964666336103
1980-01-01 03:00:00,212.0,64.75,-0.9177233499363959
1980-01-01 04:00:00,212.0,64.75,-1.1258420265626996
1980-01-01 05:00:00,212.0,64.75,-1.2442543770569758
1980-01-01 06:00:00,212.0,64.75,-1.2891075401229897
1980-01-01 07:00:00,212.0,64.75,-1.3214018175305196
1980-01-01 08:00:00,212.0,64.75,-1.309739995133356
1980-01-01 09:00:00,212.0,64.75,-1.371637360164455
1980-01-01 10:00:00,212.0,64.75,-1.4721084454323257
1980-01-01 11:00:00,212.0,64.75,-1.5331087472021043
1980-01-01 12:00:00,212.0,64.75,-1.5985943652784844
1980-01-01 13:00:00,212.0,64.75,-1.557329455257752
1980-01-01 14:00:00,212.0,64.75,-1.5698883409162356
1980-01-01 15:00:00,212.0,64.75,-1.6111532509369684
1980-01-01 16:00:00,212.0,64.75,-1.7833893971104609
1980-01-01 17:00:00,212.0,64.75,-1.8605368375840048
1980-01-01 18:00:00,212.0,64.75,-1.8892428619462536
1980-01-01 19:00:00,212.0,64.75,-1.9125665067405804
1980-01-01 20:00:00,212.0,64.75,-1.8686104069358873
1980-01-01 21:00:00,212.0,64.75,-1.9287136454443454
1980-01-01 22:00:00,212.0,64.75,-1.7519921829642515
1980-01-01 23:00:00,212.0,64.75,-1.6138444407209291
1980-01-02 00:00:00,212.0,64.75,-1.6604917303095832
1980-01-02 01:00:00,212.0,64.75,-1.7430215503510487
1980-01-02 02:00:00,212.0,64.75,-1.790565903201023
1980-01-02 03:00:00,212.0,64.75,-1.9457578474094308
1980-01-02 04:00:00,212.0,64.75,-1.9681844289424377
1980-01-02 05:00:00,212.0,64.75,-1.8300366866991153
1980-01-02 06:00:00,212.0,64.75,-1.6963742607623942
1980-01-02 07:00:00,212.0,64.75,-1.580653100052079
1980-01-02 08:00:00,212.0,64.75,-1.4783878882615675
1980-01-02 09:00:00,212.0,64.75,-1.5914178591879222
1980-01-02 10:00:00,212.0,64.75,-1.6488299079124198
1980-01-02 11:00:00,212.0,64.75,-1.799536535814226
1980-01-02 12:00:00,212.0,64.75,-1.411108143662547
1980-01-02 13:00:00,212.0,64.75,-1.2962840462135519
1980-01-02 14:00:00,212.0,64.75,-1.4514759904219594
1980-01-02 15:00:00,212.0,64.75,-1.5833442898360397
1980-01-02 16:00:00,212.0,64.75,-1.5393881900313464
1980-01-02 17:00:00,212.0,64.75,-1.3967551314814226
1980-01-02 18:00:00,212.0,64.75,-1.1832540752871972
1980-01-02 19:00:00,212.0,64.75,-1.0657387880542413
1980-01-02 20:00:00,212.0,64.75,-1.22451898530793
1980-01-02 21:00:00,212.0,64.75,-1.3402401460182454
1980-01-02 22:00:00,212.0,64.75,-1.3841962458229389
1980-01-02 23:00:00,212.0,64.75,-1.2263131118305703
1980-01-03 00:00:00,212.0,64.75,-0.8970908949260297
1980-01-03 01:00:00,212.0,64.75,-1.0576652187023587
1980-01-03 02:00:00,212.0,64.75,-1.241563187273015
1980-01-03 03:00:00,212.0,64.75,-1.339343082756925
1980-01-03 04:00:00,212.0,64.75,-1.3178135644852385
1980-01-03 05:00:00,212.0,64.75,-1.1087978245976144
1980-01-03 06:00:00,212.0,64.75,-1.0262680045561492
1980-01-03 07:00:00,212.0,64.75,-1.0666358513155616
1980-01-03 08:00:00,212.0,64.75,-1.0172973719429463
1980-01-03 09:00:00,212.0,64.75,-1.0531799023957575
1980-01-03 10:00:00,212.0,64.75,-1.1976070874683216
1980-01-03 11:00:00,212.0,64.75,-1.3689461703804942
1980-01-03 12:00:00,212.0,64.75,-1.351901968415409
1980-01-03 13:00:00,212.0,64.75,-1.3510049051540887
1980-01-03 14:00:00,212.0,64.75,-1.4137993334465078
1980-01-03 15:00:00,212.0,64.75,-1.3608726010286116
1980-01-03 16:00:00,212.0,64.75,-1.4155934599691484
1980-01-03 17:00:00,212.0,64.75,-1.313328248178637
1980-01-03 18:00:00,212.0,64.75,-1.2666809585899828
1980-01-03 19:00:00,212.0,64.75,-1.433534725195554
1980-01-03 20:00:00,212.0,64.75,-1.5411823165539869
1980-01-03 21:00:00,212.0,64.75,-1.6569034772643023
1980-01-03 22:00:00,212.0,64.75,-1.4523730536832797
1980-01-03 23:00:00,212.0,64.75,-1.4873585208747704
1980-01-04 00:00:00,212.0,64.75,-1.4963291534879732
1980-01-04 01:00:00,212.0,64.75,-1.548358822644549
1980-01-04 02:00:00,212.0,64.75,-1.6578005405256226
1980-01-04 03:00:00,212.0,64.75,-1.7851835236331015
1980-01-04 04:00:00,212.0,64.75,-1.927816582183025
1980-01-04 05:00:00,212.0,64.75,-1.9215371393537832
1980-01-04 06:00:00,212.0,64.75,-1.963699112635836
1980-01-04 07:00:00,212.0,64.75,-2.0157287817924123
1980-01-04 08:00:00,212.0,64.75,-2.1458029546838517
1980-01-04 09:00:00,212.0,64.75,-2.07314083051691
1980-01-04 10:00:00,212.0,64.75,-2.13862644859329
1980-01-04 11:00:00,212.0,64.75,-2.2615241153941676
1980-01-04 12:00:00,212.0,64.75,-2.1789942953527017
1980-01-04 13:00:00,212.0,64.75,-2.0381553633254192
1980-01-04 14:00:00,212.0,64.75,-1.9870227574301633
1980-01-04 15:00:00,212.0,64.75,-2.2364063440772
1980-01-04 16:00:00,212.0,64.75,-2.275877127575292
1980-01-04 17:00:00,212.0,64.75,-2.320730290641306
1980-01-04 18:00:00,212.0,64.75,-2.6033052179571925
1980-01-04 19:00:00,212.0,64.75,-2.4220984391704965
1980-01-04 20:00:00,212.0,64.75,-2.7351735173712726
1980-01-04 21:00:00,212.0,64.75,-2.8903654615796803
1980-01-04 22:00:00,212.0,64.75,-2.3548186945714757
1980-01-04 23:00:00,212.0,64.75,-2.5144959550864847
1980-01-05 00:00:00,212.0,64.75,-2.8562770576495096
1980-01-05 01:00:00,212.0,64.75,-2.805144451754254
1980-01-05 02:00:00,212.0,64.75,-2.667893772772252
1980-01-05 03:00:00,212.0,64.75,-2.822188653719339
1980-01-05 04:00:00,212.0,64.75,-2.8239827802419795
1980-01-05 05:00:00,212.0,64.75,-2.3960836045922083
1980-01-05 06:00:00,212.0,64.75,-2.379936465888444
1980-01-05 07:00:00,212.0,64.75,-2.506422385734602
1980-01-05 08:00:00,212.0,64.75,-2.3682746434912803
1980-01-05 09:00:00,212.0,64.75,-2.211288572760232
1980-01-05 10:00:00,212.0,64.75,-1.9986845798273272
1980-01-05 11:00:00,212.0,64.75,-2.484892867462916
1980-01-05 12:00:00,212.0,64.75,-2.5772903833789043
1980-01-05 13:00:00,212.0,64.75,-2.2337151542932387
1980-01-05 14:00:00,212.0,64.75,-2.479510487894994
1980-01-05 15:00:00,212.0,64.75,-2.397877731114849
1980-01-05 16:00:00,212.0,64.75,-2.266009431700769
1980-01-05 17:00:00,212.0,64.75,-2.248068166474363
1980-01-05 18:00:00,212.0,64.75,-2.3557157578327965
1980-01-05 19:00:00,212.0,64.75,-1.9681844289424377
1980-01-05 20:00:00,212.0,64.75,-2.002272832872608
1980-01-05 21:00:00,212.0,64.75,-2.0534054387678635
1980-01-05 22:00:00,212.0,64.75,-1.7340509177378458
1980-01-05 23:00:00,212.0,64.75,-2.006758149179209
