time,longitude,latitude,v10
1980-01-01 00:00:00,198.25,60.75,-8.236862499048517
1980-01-01 01:00:00,198.25,60.75,-8.205465284902308
1980-01-01 02:00:00,198.25,60.75,-8.34540715366827
1980-01-01 03:00:00,198.25,60.75,-8.37590730455316
1980-01-01 04:00:00,198.25,60.75,-8.430628163493695
1980-01-01 05:00:00,198.25,60.75,-8.334642394532427
1980-01-01 06:00:00,198.25,60.75,-8.253906701013602
1980-01-01 07:00:00,198.25,60.75,-8.089744124191991
1980-01-01 08:00:00,198.25,60.75,-8.057449846784461
1980-01-01 09:00:00,198.25,60.75,-7.926478610631701
1980-01-01 10:00:00,198.25,60.75,-7.746168895106326
1980-01-01 11:00:00,198.25,60.75,-7.893287269962851
1980-01-01 12:00:00,198.25,60.75,-8.245833131661719
1980-01-01 13:00:00,198.25,60.75,-8.483554895911592
1980-01-01 14:00:00,198.25,60.75,-8.524819805932324
1980-01-01 15:00:00,198.25,60.75,-8.635158587074718
1980-01-01 16:00:00,198.25,60.75,-8.719482533638825
1980-01-01 17:00:00,198.25,60.75,-8.745497368217112
1980-01-01 18:00:00,198.25,60.75,-8.732041419297309
1980-01-01 19:00:00,198.25,60.75,-8.760747443659557
1980-01-01 20:00:00,198.25,60.75,-8.699747141889778
1980-01-01 21:00:00,198.25,60.75,-8.661173421653007
1980-01-01 22:00:00,198.25,60.75,-8.687188256231295
1980-01-01 23:00:00,198.25,60.75,-8.533790438545529
1980-01-02 00:00:00,198.25,60.75,-8.485349022434233
1980-01-02 01:00:00,198.25,60.75,-8.351686596497512
1980-01-02 02:00:00,198.25,60.75,-8.40820158196069
1980-01-02 03:00:00,198.25,60.75,-8.47458426329839
1980-01-02 04:00:00,198.25,60.75,-8.498804971354037
1980-01-02 05:00:00,198.25,60.75,-8.369627861723918
1980-01-02 06:00:00,198.25,60.75,-8.038611518296737
1980-01-02 07:00:00,198.25,60.75,-7.82241927231855
1980-01-02 08:00:00,198.25,60.75,-7.643903683315815
1980-01-02 09:00:00,198.25,60.75,-7.504858877811173
1980-01-02 10:00:00,198.25,60.75,-7.545226724570585
1980-01-02 11:00:00,198.25,60.75,-7.5281825226055
1980-01-02 12:00:00,198.25,60.75,-7.363122882522569
1980-01-02 13:00:00,198.25,60.75,-7.206136811791521
1980-01-02 14:00:00,198.25,60.75,-7.16935721807739
1980-01-02 15:00:00,198.25,60.75,-7.205239748530201
1980-01-02 16:00:00,198.25,60.75,-7.113739295875533
1980-01-02 17:00:00,198.25,60.75,-6.913694188601112
1980-01-02 18:00:00,198.25,60.75,-6.690325436532364
1980-01-02 19:00:00,198.25,60.75,-6.618560375626742
1980-01-02 20:00:00,198.25,60.75,-6.534236429062635
1980-01-02 21:00:00,198.25,60.75,-6.509118657745668
1980-01-02 22:00:00,198.25,60.75,-6.583574908435251
1980-01-02 23:00:00,198.25,60.75,-6.58178078191261
1980-01-03 00:00:00,198.25,60.75,-6.604207363445617
1980-01-03 01:00:00,198.25,60.75,-6.717237334371972
1980-01-03 02:00:00,198.25,60.75,-6.715443207849331
1980-01-03 03:00:00,198.25,60.75,-6.773752319835149
1980-01-03 04:00:00,198.25,60.75,-6.672384171305958
1980-01-03 05:00:00,198.25,60.75,-6.5153981005749095
1980-01-03 06:00:00,198.25,60.75,-6.51719222709755
1980-01-03 07:00:00,198.25,60.75,-6.604207363445617
1980-01-03 08:00:00,198.25,60.75,-6.577295465606009
1980-01-03 09:00:00,198.25,60.75,-6.365588535934424
1980-01-03 10:00:00,198.25,60.75,-5.971777764214823
1980-01-03 11:00:00,198.25,60.75,-5.99151315596387
1980-01-03 12:00:00,198.25,60.75,-5.881174374821476
1980-01-03 13:00:00,198.25,60.75,-5.719702987783826
1980-01-03 14:00:00,198.25,60.75,-5.777115036508324
1980-01-03 15:00:00,198.25,60.75,-6.072248849482694
1980-01-03 16:00:00,198.25,60.75,-6.175411124534525
1980-01-03 17:00:00,198.25,60.75,-5.962807131601621
1980-01-03 18:00:00,198.25,60.75,-5.73226187344231
1980-01-03 19:00:00,198.25,60.75,-5.256818344942564
1980-01-03 20:00:00,198.25,60.75,-5.016405390908731
1980-01-03 21:00:00,198.25,60.75,-5.091758704859634
1980-01-03 22:00:00,198.25,60.75,-5.139303057709609
1980-01-03 23:00:00,198.25,60.75,-5.215553434921832
1980-01-04 00:00:00,198.25,60.75,-5.621026029038596
1980-01-04 01:00:00,198.25,60.75,-5.610261269902753
1980-01-04 02:00:00,198.25,60.75,-5.001155315466286
1980-01-04 03:00:00,198.25,60.75,-5.625511345345197
1980-01-04 04:00:00,198.25,60.75,-5.623717218822557
1980-01-04 05:00:00,198.25,60.75,-5.517863753986765
1980-01-04 06:00:00,198.25,60.75,-5.131229488357726
1980-01-04 07:00:00,198.25,60.75,-4.749977602296609
1980-01-04 08:00:00,198.25,60.75,-5.0460084785323
1980-01-04 09:00:00,198.25,60.75,-4.5014910789108935
1980-01-04 10:00:00,198.25,60.75,-4.566976696987274
1980-01-04 11:00:00,198.25,60.75,-4.956302152400273
1980-01-04 12:00:00,198.25,60.75,-5.1733914616397785
1980-01-04 13:00:00,198.25,60.75,-5.1949209799114655
1980-01-04 14:00:00,198.25,60.75,-5.440716313513221
1980-01-04 15:00:00,198.25,60.75,-5.295392065179336
1980-01-04 16:00:00,198.25,60.75,-3.9677384384253296
1980-01-04 17:00:00,198.25,60.75,-1.8937281782528548
1980-01-04 18:00:00,198.25,60.75,0.3381652159119886
1980-01-04 19:00:00,198.25,60.75,2.3762929456316524
1980-01-04 20:00:00,198.25,60.75,4.671877831350236
1980-01-04 21:00:00,198.25,60.75,6.728843889557626
1980-01-04 22:00:00,198.25,60.75,6.64541700625484
1980-01-04 23:00:00,198.25,60.75,7.252728834168666
1980-01-05 00:00:00,198.25,60.75,7.643848416104306
1980-01-05 01:00:00,198.25,60.75,7.681525073079757
1980-01-05 02:00:00,198.25,60.75,7.613348265219416
1980-01-05 03:00:00,198.25,60.75,7.762260766598582
1980-01-05 04:00:00,198.25,60.75,7.318214452245046
1980-01-05 05:00:00,198.25,60.75,6.293768207817292
1980-01-05 06:00:00,198.25,60.75,5.876633791303365
1980-01-05 07:00:00,198.25,60.75,6.003119711149523
1980-01-05 08:00:00,198.25,60.75,6.247120918228638
1980-01-05 09:00:00,198.25,60.75,6.868785758323589
1980-01-05 10:00:00,198.25,60.75,6.071296519009865
1980-01-05 11:00:00,198.25,60.75,7.565803912369442
1980-01-05 12:00:00,198.25,60.75,9.64429948884852
1980-01-05 13:00:00,198.25,60.75,9.673902576472088
1980-01-05 14:00:00,198.25,60.75,9.449636761142019
1980-01-05 15:00:00,198.25,60.75,8.57320595483211
1980-01-05 16:00:00,198.25,60.75,7.676142693511836
1980-01-05 17:00:00,198.25,60.75,8.11390956503613
1980-01-05 18:00:00,198.25,60.75,8.319337051878472
1980-01-05 19:00:00,198.25,60.75,8.0861006039352
1980-01-05 20:00:00,198.25,60.75,8.662912280964138
1980-01-05 21:00:00,198.25,60.75,8.858472071931958
1980-01-05 22:00:00,198.25,60.75,8.234116042053046
1980-01-05 23:00:00,198.25,60.75,8.300498723390746
1980-01-06 00:00:00,198.25,60.75,8.489779071529325
1980-01-06 01:00:00,198.25,60.75,8.430572896282186
1980-01-06 02:00:00,198.25,60.75,8.188365815725712
1980-01-06 03:00:00,198.25,60.75,8.234116042053046
1980-01-06 04:00:00,198.25,60.75,8.645868078999053
1980-01-06 05:00:00,198.25,60.75,9.03160528136677
1980-01-06 06:00:00,198.25,60.75,9.215503249937427
1980-01-06 07:00:00,198.25,60.75,9.568049111636295
1980-01-06 08:00:00,198.25,60.75,9.657755437768323
1980-01-06 09:00:00,198.25,60.75,9.365312814577914
