ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
PABE: wspd10_12km,-0.3928861511673173,-0.18198123773702848,-0.43548464821837973,-0.4656742460140064,-0.7450036587739914,-1.0552894356280729,-1.0755129573016853,-1.0270940729231253,-0.6966660430636263,-0.6368380373339864,-0.35086818601986414,-0.07876790163958036
PABE: wspd10_4km,-0.8372877640705433,-0.5975140579340728,-0.8223677127345086,-0.8293475793473398,-0.9627867232901203,-1.0726469356280728,-1.0727436024629755,-1.0069537503424804,-0.7737785430636264,-0.8641469083017285,-0.7033218067095193,-0.47428725647828995
PABE: wspd10_orig,-5.9689022801995755,-6.050659932318309,-5.426304809508702,-4.711984246014007,-4.217834303935281,-3.8434952689614064,-3.6512911831081367,-3.975548911632802,-4.30958437639696,-4.891910617979148,-5.126027841192277,-5.3132937080911935
PABR: wspd10_12km,-0.19114496914069795,-0.3451527047627117,0.05286344831066987,0.15475676799284782,-0.13259723672256865,-0.309189028088213,-0.6713394306891427,-0.7296950253796124,-0.5672188712561461,-0.574974310712792,-0.6030995607700168,-0.28737091294504413
PABR: wspd10_4km,-1.4702143239794077,-1.604465143186357,-1.2408405839473946,-1.137768232007152,-1.2817730431741814,-0.7857223614215464,-1.0740378177859167,-1.4967248640892898,-1.7567072045894796,-2.1827702784547274,-2.1204932964022007,-1.657289461332141
PABR: wspd10_orig,-4.741830453011666,-5.048832322989313,-4.133209938786105,-4.244404898673819,-4.328974656077408,-4.2978798614215465,-4.546412817785916,-4.794045025379612,-5.1000738712561455,-5.6831452784547265,-5.233108727436684,-4.851950751654721
PAFA: wspd10_12km,0.39529583857268535,0.034112349888328966,-0.576235815055686,-1.2637659853226042,-1.2230770036915797,-1.0294655710773353,-0.772484279420883,-0.5999833677015585,-0.4606177119654296,-0.31466309970150097,0.052853836664750985,0.5676250839257648
PAFA: wspd10_4km,0.22964984394902946,-0.1742605451125833,-0.8956051430126752,-1.520972651989271,-1.3403592617560958,-0.8937389044106687,-0.6075592794208832,-0.5416059483467198,-0.6563635452987628,-0.5574356803466622,-0.08641354428762996,0.4144069871515712
PAFA: wspd10_orig,0.5414178009382768,-0.06693515854991218,-0.9793086645180514,-1.7630384853226044,-2.3817382940141605,-2.2357430710773354,-1.7504375052273347,-1.3886309483467199,-1.1720527119654296,-0.6282582609918235,0.12125478904570333,0.7212925032806035
PANC: wspd10_12km,0.7397363433169425,0.6251836140558148,0.17111606053614456,-1.2763250003725222,-2.2892446807360085,-1.200178325137833,-0.732985516677001,-0.28847914761994,0.05287656906571334,0.022833920717551172,0.22352642638950987,0.7903693901682842
PANC: wspd10_4km,0.09156376267178115,-0.028802562052559644,-0.3882952297864359,-1.7626466670391892,-2.347383390413428,-1.2253941584711663,-0.7498468069995816,-0.4246170508457463,-0.20083176426761992,-0.1388136599276101,-0.09367774027715668,0.1598113256521553
PANC: wspd10_orig,-2.2976547857153156,-2.4818628760919683,-2.566721842689662,-2.7075475003725225,-3.326205971058589,-3.3057549918044997,-2.636135516677001,-2.4201896314909077,-2.577145097600954,-2.551773337346965,-2.400254406943823,-2.1218362549930054
