time,longitude,latitude,u10
1980-01-01 00:00:00,203.25,71.25,1.8654531256780338
1980-01-01 01:00:00,203.25,71.25,1.584761419979217
1980-01-01 02:00:00,203.25,71.25,1.691230687658079
1980-01-01 03:00:00,203.25,71.25,1.5896009321464382
1980-01-01 04:00:00,203.25,71.25,1.3224598605158402
1980-01-01 05:00:00,203.25,71.25,0.8297975218927451
1980-01-01 06:00:00,203.25,71.25,0.026438502134062958
1980-01-01 07:00:00,203.25,71.25,-0.6230240307069921
1980-01-01 08:00:00,203.25,71.25,-0.782727932225284
1980-01-01 09:00:00,203.25,71.25,-0.7575624689557352
1980-01-01 10:00:00,203.25,71.25,-0.6907772010480855
1980-01-01 11:00:00,203.25,71.25,-0.7798242249249516
1980-01-01 12:00:00,203.25,71.25,-1.2511927100122744
1980-01-01 13:00:00,203.25,71.25,-1.3499187582235823
1980-01-01 14:00:00,203.25,71.25,-1.542531342478977
1980-01-01 15:00:00,203.25,71.25,-1.3983138798957921
1980-01-01 16:00:00,203.25,71.25,-1.347982953356694
1980-01-01 17:00:00,203.25,71.25,-1.530916513277647
1980-01-01 18:00:00,203.25,71.25,-1.9151737793549923
1980-01-01 19:00:00,203.25,71.25,-2.4484880201827437
1980-01-01 20:00:00,203.25,71.25,-2.490107824820844
1980-01-01 21:00:00,203.25,71.25,-2.2597470456611255
1980-01-01 22:00:00,203.25,71.25,-1.948082462092095
1980-01-01 23:00:00,203.25,71.25,-2.0710060711395077
1980-01-02 00:00:00,203.25,71.25,-1.9384034377576531
1980-01-02 01:00:00,203.25,71.25,-1.7806353411062492
1980-01-02 02:00:00,203.25,71.25,-1.6983636342634927
1980-01-02 03:00:00,203.25,71.25,-1.7583735851370328
1980-01-02 04:00:00,203.25,71.25,-1.7157858780654882
1980-01-02 05:00:00,203.25,71.25,-1.6828771953283854
1980-01-02 06:00:00,203.25,71.25,-1.8619391455155616
1980-01-02 07:00:00,203.25,71.25,-1.898719437986441
1980-01-02 08:00:00,203.25,71.25,-1.7312723170005953
1980-01-02 09:00:00,203.25,71.25,-1.6093166103866268
1980-01-02 10:00:00,203.25,71.25,-1.0479331989889937
1980-01-02 11:00:00,203.25,71.25,-1.5831832446836334
1980-01-02 12:00:00,203.25,71.25,-1.7341760243009279
1980-01-02 13:00:00,203.25,71.25,-1.5289807084107583
1980-01-02 14:00:00,203.25,71.25,-1.3295928071212542
1980-01-02 15:00:00,203.25,71.25,-1.3015236365513725
1980-01-02 16:00:00,203.25,71.25,-1.3315286119881429
1980-01-02 17:00:00,203.25,71.25,-1.3944422701620152
1980-01-02 18:00:00,203.25,71.25,-1.4650991478034414
1980-01-02 19:00:00,203.25,71.25,-1.6083487079531824
1980-01-02 20:00:00,203.25,71.25,-1.5880227568508545
1980-01-02 21:00:00,203.25,71.25,-1.512526367042207
1980-01-02 22:00:00,203.25,71.25,-0.96178988241246
1980-01-02 23:00:00,203.25,71.25,-1.2802297830156002
1980-01-03 00:00:00,203.25,71.25,-1.2173161248417275
1980-01-03 01:00:00,203.25,71.25,-0.8504811025663779
1980-01-03 02:00:00,203.25,71.25,-0.5233300800622396
1980-01-03 03:00:00,203.25,71.25,-0.09551720447990553
1980-01-03 04:00:00,203.25,71.25,0.10774230654337558
1980-01-03 05:00:00,203.25,71.25,0.3942414268428571
1980-01-03 06:00:00,203.25,71.25,0.4678020117846158
1980-01-03 07:00:00,203.25,71.25,0.4290859144468482
1980-01-03 08:00:00,203.25,71.25,0.2955153786315492
1980-01-03 09:00:00,203.25,71.25,-0.07422335094413324
1980-01-03 10:00:00,203.25,71.25,0.6623504009068997
1980-01-03 11:00:00,203.25,71.25,0.39714513414318997
1980-01-03 12:00:00,203.25,71.25,0.023534794833730555
1980-01-03 13:00:00,203.25,71.25,0.07580152623971692
1980-01-03 14:00:00,203.25,71.25,0.006112551031734803
1980-01-03 15:00:00,203.25,71.25,-0.13616910668456184
1980-01-03 16:00:00,203.25,71.25,-0.6268956404407686
1980-01-03 17:00:00,203.25,71.25,-1.0247035405863327
1980-01-03 18:00:00,203.25,71.25,-1.4873609037726583
1980-01-03 19:00:00,203.25,71.25,-1.9616330961603137
1980-01-03 20:00:00,203.25,71.25,-2.3836385571419827
1980-01-03 21:00:00,203.25,71.25,-2.3575051914389897
1980-01-03 22:00:00,203.25,71.25,-2.2287741677909114
1980-01-03 23:00:00,203.25,71.25,-2.3468582646711034
1980-01-04 00:00:00,203.25,71.25,-2.2316778750912443
1980-01-04 01:00:00,203.25,71.25,-2.1087542660438316
1980-01-04 02:00:00,203.25,71.25,-2.1890901680196997
1980-01-04 03:00:00,203.25,71.25,-2.217159338589581
1980-01-04 04:00:00,203.25,71.25,-1.9500182669589834
1980-01-04 05:00:00,203.25,71.25,-2.093267827108724
1980-01-04 06:00:00,203.25,71.25,-1.9442108523583181
1980-01-04 07:00:00,203.25,71.25,-1.8454848041470102
1980-01-04 08:00:00,203.25,71.25,-1.7680526094714748
1980-01-04 09:00:00,203.25,71.25,-1.6286746590555106
1980-01-04 10:00:00,203.25,71.25,-1.2269951491761697
1980-01-04 11:00:00,203.25,71.25,-1.0972962230946477
1980-01-04 12:00:00,203.25,71.25,-1.0866492963267613
1980-01-04 13:00:00,203.25,71.25,-0.7256216886520765
1980-01-04 14:00:00,203.25,71.25,-0.4381546659191504
1980-01-04 15:00:00,203.25,71.25,-0.6733549572460902
1980-01-04 16:00:00,203.25,71.25,-1.2773260757152678
1980-01-04 17:00:00,203.25,71.25,-2.012931925132856
1980-01-04 18:00:00,203.25,71.25,-2.2491001188932396
1980-01-04 19:00:00,203.25,71.25,-1.9984133886311932
1980-01-04 20:00:00,203.25,71.25,-1.654808024758504
1980-01-04 21:00:00,203.25,71.25,-1.710946365898267
1980-01-04 22:00:00,203.25,71.25,-1.9635689010272022
1980-01-04 23:00:00,203.25,71.25,-3.104725870057908
1980-01-05 00:00:00,203.25,71.25,-3.6593339644214318
1980-01-05 01:00:00,203.25,71.25,-4.970841761738316
1980-01-05 02:00:00,203.25,71.25,-5.177972882495374
1980-01-05 03:00:00,203.25,71.25,-4.646594446534511
1980-01-05 04:00:00,203.25,71.25,-4.680471031705058
1980-01-05 05:00:00,203.25,71.25,-5.468343612528633
1980-01-05 06:00:00,203.25,71.25,-6.133292584304795
1980-01-05 07:00:00,203.25,71.25,-6.320097753959525
1980-01-05 08:00:00,203.25,71.25,-6.703387117603425
1980-01-05 09:00:00,203.25,71.25,-7.190242041625856
1980-01-05 10:00:00,203.25,71.25,-7.206696382994407
1980-01-05 11:00:00,203.25,71.25,-7.511585649529328
1980-01-05 12:00:00,203.25,71.25,-8.193956865107486
1980-01-05 13:00:00,203.25,71.25,-8.848258910115762
1980-01-05 14:00:00,203.25,71.25,-9.012802323801274
1980-01-05 15:00:00,203.25,71.25,-8.999251689733057
1980-01-05 16:00:00,203.25,71.25,-8.780505739774668
1980-01-05 17:00:00,203.25,71.25,-8.611122813921934
1980-01-05 18:00:00,203.25,71.25,-8.888910812320418
1980-01-05 19:00:00,203.25,71.25,-9.197671688589116
1980-01-05 20:00:00,203.25,71.25,-9.437711492083277
1980-01-05 21:00:00,203.25,71.25,-9.496753540523372
1980-01-05 22:00:00,203.25,71.25,-9.312852078168977
1980-01-05 23:00:00,203.25,71.25,-9.313819980602421
1980-01-06 00:00:00,203.25,71.25,-9.531598028127362
1980-01-06 01:00:00,203.25,71.25,-9.624516661738006
1980-01-06 02:00:00,203.25,71.25,-9.151212371783796
1980-01-06 03:00:00,203.25,71.25,-9.014738128668164
1980-01-06 04:00:00,203.25,71.25,-9.078619689275481
1980-01-06 05:00:00,203.25,71.25,-9.297365639233869
1980-01-06 06:00:00,203.25,71.25,-9.26542485893021
1980-01-06 07:00:00,203.25,71.25,-9.159923493684794
1980-01-06 08:00:00,203.25,71.25,-9.30220515140109
1980-01-06 09:00:00,203.25,71.25,-9.161859298551681
1980-01-06 10:00:00,203.25,71.25,-8.42528554670065
1980-01-06 11:00:00,203.25,71.25,-8.627577155290485
1980-01-06 12:00:00,203.25,71.25,-9.056357933306263
1980-01-06 13:00:00,203.25,71.25,-8.88019969041942
1980-01-06 14:00:00,203.25,71.25,-8.693394520764691
1980-01-06 15:00:00,203.25,71.25,-8.488199204874523
1980-01-06 16:00:00,203.25,71.25,-8.29655452305257
1980-01-06 17:00:00,203.25,71.25,-7.713877258119165
1980-01-06 18:00:00,203.25,71.25,-7.9568207689136585
1980-01-06 19:00:00,203.25,71.25,-7.516425161696549
1980-01-06 20:00:00,203.25,71.25,-7.105066627482767
1980-01-06 21:00:00,203.25,71.25,-6.969560286800579
1980-01-06 22:00:00,203.25,71.25,-6.717905654105088
1980-01-06 23:00:00,203.25,71.25,-6.166201267041897
1980-01-07 00:00:00,203.25,71.25,-5.629015416480369
1980-01-07 01:00:00,203.25,71.25,-4.73854517771171
1980-01-07 02:00:00,203.25,71.25,-4.333961960532036
1980-01-07 03:00:00,203.25,71.25,-4.110376498406427
1980-01-07 04:00:00,203.25,71.25,-3.4444596241968206
1980-01-07 05:00:00,203.25,71.25,-3.0756887970545823
1980-01-07 06:00:00,203.25,71.25,-2.9227602125703993
1980-01-07 07:00:00,203.25,71.25,-2.804676115690208
1980-01-07 08:00:00,203.25,71.25,-1.4525164161686672
1980-01-07 09:00:00,203.25,71.25,-1.0363183697876632
1980-01-07 10:00:00,203.25,71.25,-2.0526159249040683
1980-01-07 11:00:00,203.25,71.25,-1.2250593443092814
1980-01-07 12:00:00,203.25,71.25,-1.4650991478034414
1980-01-07 13:00:00,203.25,71.25,-0.7527229567885141
1980-01-07 14:00:00,203.25,71.25,-0.49332510462546963
1980-01-07 15:00:00,203.25,71.25,-0.050025790108028545
1980-01-07 16:00:00,203.25,71.25,-0.2813544717011909
1980-01-07 17:00:00,203.25,71.25,-0.2000506672918787
1980-01-07 18:00:00,203.25,71.25,0.008048355898623516
1980-01-07 19:00:00,203.25,71.25,0.4174710852455177
1980-01-07 20:00:00,203.25,71.25,0.9440100090391601
1980-01-07 21:00:00,203.25,71.25,1.9070729303161338
1980-01-07 22:00:00,203.25,71.25,3.7741567244299867
1980-01-07 23:00:00,203.25,71.25,8.664967720623505
1980-01-08 00:00:00,203.25,71.25,10.550441660972796
1980-01-08 01:00:00,203.25,71.25,11.908408775095003
1980-01-08 02:00:00,203.25,71.25,12.234591895165696
1980-01-08 03:00:00,203.25,71.25,11.867756872890347
1980-01-08 04:00:00,203.25,71.25,11.554156484454428
1980-01-08 05:00:00,203.25,71.25,10.41493532029061
1980-01-08 06:00:00,203.25,71.25,9.53607991072328
