ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
PABE: precip_mm_ERA5,16.203699999999998,14.809899999999999,12.97415,16.2982,22.615550000000002,10.746,1.0819000000000003,4.816349999999998,13.353800000000001,14.403650000000003,14.2024,17.052100000000003
PABE: precip_mm_ERA5_12km,16.853749999999998,15.359074999999999,11.52665,12.3765,13.043225000000001,3.7974000000000006,-5.954825,-5.060150000000001,3.474575,3.6381000000000014,10.087325000000002,15.639875
PABE: precip_mm_ERA5_4km,18.036025000000002,16.4998,12.475075,13.488999999999999,14.346299999999996,5.008925,-5.379924999999999,-3.319675000000001,4.37945,4.758625,11.6533,17.402625
PABR: precip_mm_ERA5,5.4761,5.64625,3.8522999999999996,4.2645,5.424499999999999,5.44045,3.1607500000000006,7.647399999999999,7.671800000000002,11.74285,6.7863,6.6854
PABR: precip_mm_ERA5_12km,6.592675,7.648925,4.821974999999999,5.725875,4.919825,13.528200000000002,11.495149999999999,9.669525000000002,8.130825,13.061725,6.664225,7.93605
PABR: precip_mm_ERA5_4km,6.614199999999999,7.641399999999999,4.871499999999999,5.927549999999999,4.70655,8.995375,7.061275,9.33505,8.600900000000001,13.805249999999997,6.98045,8.052225
PAFA: precip_mm_ERA5,-0.19885000000000025,0.32319999999999993,1.72335,4.308349999999999,11.22215,23.82405,20.8257,17.5858,13.5256,4.22485,0.65215,0.8222499999999997
PAFA: precip_mm_ERA5_12km,2.9501999999999997,3.659075,5.307275000000001,8.391024999999999,14.183449999999999,32.813275,24.357225,16.365750000000002,12.096025000000001,10.393325,5.198625000000001,4.6607
PAFA: precip_mm_ERA5_4km,3.4751999999999996,4.165349999999999,5.297325,8.1961,14.81635,31.206574999999997,24.994300000000003,17.168125000000003,12.614950000000002,10.317025000000001,5.648675,4.692175
PANC: precip_mm_ERA5,41.82555,32.16985,26.132299999999997,22.5781,16.88365,21.161250000000003,34.2778,37.649899999999995,43.5269,48.142250000000004,38.47825,53.660000000000004
PANC: precip_mm_ERA5_12km,26.027949999999997,18.87405,18.906275,21.544900000000002,14.896875,16.070974999999997,13.71545,18.832150000000002,21.386474999999997,33.72185,30.214475,28.8447
PANC: precip_mm_ERA5_4km,22.641949999999998,16.579250000000002,16.459775,20.516550000000002,16.98705,18.548375,15.885475000000003,19.4685,20.4296,29.67565,24.4652,23.715725
