Time,rain_ERA5_12km,FAIRBANKS INTL AP,month
2018-01-01,0.00294695,0.0,Jan
2018-01-02,0.00016713294,0.0,Jan
2018-01-03,0.00090290065,0.025400000000000002,Jan
2018-01-04,0.0104903625,0.025400000000000002,Jan
2018-01-05,0.015970381,0.0,Jan
2018-01-06,0.00036779084,0.0,Jan
2018-01-07,3.9071797e-06,0.0,Jan
2018-01-08,0.0,0.0,Jan
2018-01-09,0.0,0.0,Jan
2018-01-10,0.0,0.025400000000000002,Jan
2018-01-11,0.0,0.025400000000000002,Jan
2018-01-12,0.0,0.0,Jan
2018-01-13,0.0,0.025400000000000002,Jan
2018-01-14,0.041236375,0.0,Jan
2018-01-15,0.0,0.025400000000000002,Jan
2018-01-16,0.0017004437,0.381,Jan
2018-01-17,0.075990744,1.3970000000000002,Jan
2018-01-18,0.009777318,0.1524,Jan
2018-01-19,0.078935795,0.3048,Jan
2018-01-20,0.025049886,0.025400000000000002,Jan
2018-01-21,0.0061963224,0.025400000000000002,Jan
2018-01-22,0.041174784,0.3302,Jan
2018-01-23,0.092202246,0.1778,Jan
2018-01-24,0.024652353,0.025400000000000002,Jan
2018-01-25,0.029619904,0.025400000000000002,Jan
2018-01-26,0.002159895,0.025400000000000002,Jan
2018-01-27,0.00017802278,0.025400000000000002,Jan
2018-01-28,0.10539814,0.025400000000000002,Jan
2018-01-29,0.16148235,0.025400000000000002,Jan
2018-01-30,0.020847388,0.025400000000000002,Jan
2018-01-31,0.0030182383,0.0,Jan
2018-02-01,0.026503092,0.0,Feb
2018-02-02,0.026904637,0.0,Feb
2018-02-03,3.4868717e-06,0.0,Feb
2018-02-04,0.00035402997,0.0,Feb
2018-02-05,0.0027170014,0.0,Feb
2018-02-06,0.0,0.0,Feb
2018-02-07,0.0,0.0,Feb
2018-02-08,5.6471367e-06,0.0,Feb
2018-02-09,0.0,0.0,Feb
2018-02-10,0.0,0.0,Feb
2018-02-11,0.061857834,0.10160000000000001,Feb
2018-02-12,0.14594154,0.40640000000000004,Feb
2018-02-13,0.051830757,0.10160000000000001,Feb
2018-02-14,0.078199826,0.8128000000000001,Feb
2018-02-15,0.36180982,0.127,Feb
2018-02-16,0.07454588,0.025400000000000002,Feb
2018-02-17,0.00018532209,0.025400000000000002,Feb
2018-02-18,9.1184076e-05,0.0762,Feb
2018-02-19,0.08140432,0.025400000000000002,Feb
2018-02-20,0.25439763,0.0762,Feb
2018-02-21,0.035284452,0.1778,Feb
2018-02-22,0.14492573,0.8128000000000001,Feb
2018-02-23,0.31320313,0.10160000000000001,Feb
2018-02-24,0.06843058,0.025400000000000002,Feb
